,Number,Initial Impact Location_x,Principal Damage Location_x,Extent of Damage_x,Vehicle Type_x,Vehicle Use_x,V_Age_x,Initial Impact Location_y,Principal Damage Location_y,Extent of Damage_y,Vehicle Type_y,Vehicle Use_y,V_Age_y
24195,201804172018-11921             ,03,03,02,05,02,14.0,09,09,02,01,01,3.0
24196,201804172018-11930             ,12,12,03,01,01,10.0,01,01,04,01,01,16.0
24197,201804172018-11931             ,12,12,02,01,01,5.0,06,06,02,04,01,4.0
24198,201804172018-1195              ,05,05,02,04,01,0.5,05,05,02,04,01,0.5
24199,201804172018-12012             ,02,02,02,01,01,9.0,08,08,02,04,01,5.0
24200,201804172018-12069             ,05,05,02,05,01,15.0,09,09,02,01,01,4.0
24201,201804172018-12232             ,12,12,03,05,01,17.0,06,06,02,01,01,1.0
24202,201804172018-12241             ,06,06,01,01,01,11.0,06,06,02,01,01,1.0
24203,201804172018-12322             ,01,01,02,01,01,13.0,07,07,02,01,01,1.0
24204,201804172018-12330             ,12,12,02,03,02,2.0,06,06,02,01,01,6.0
24205,201804172018-12465             ,12,12,04,04,01,3.0,11,11,04,01,01,4.0
24206,201804172018-12509             ,11,17,01,01,01,7.0,11,17,02,01,01,7.0
24207,201804172018-12641             ,06,06,02,01,01,16.0,09,09,02,01,01,7.0
24208,201804172018-12728             ,03,03,03,01,01,1.0,12,12,02,01,01,13.0
24209,201804172018-12835             ,05,05,02,31,03,0.3,09,09,03,05,01,12.0
24210,201804172018-12861             ,01,17,01,01,01,3.0,01,17,02,01,01,3.0
24211,201804172018-12862             ,12,12,03,01,01,13.0,08,08,04,01,01,0.5
24212,201804172018-12866             ,07,03,03,31,02,15.0,07,03,02,31,02,15.0
24213,201804172018-12909             ,12,12,03,01,01,14.0,04,04,02,04,01,0.5
24214,201804172018-13094             ,02,02,02,04,01,8.0,09,09,02,01,02,1.0
24215,201804172018-13102             ,12,12,03,01,01,3.0,06,06,03,05,01,0.5
24216,201804172018-13239             ,10,10,02,01,01,2.0,11,11,02,01,01,8.0
24217,201804172018-14161             ,12,12,02,01,01,16.0,06,06,02,01,01,6.0
24218,201804172018-14201             ,12,12,01,04,01,6.0,06,06,02,05,01,13.0
24219,201804172018-14215             ,01,01,04,01,01,13.0,11,11,04,04,01,7.0
24220,201804172018-14217             ,12,12,02,01,01,12.0,06,06,02,04,01,7.0
24221,201804172018-14220             ,12,12,04,01,01,8.0,06,06,03,01,01,0.5
24222,201804172018-14356             ,11,11,03,01,01,0.5,03,03,03,04,01,10.0
24223,201804172018-14357             ,10,10,03,01,01,18.0,01,01,03,01,01,0.5
24224,201804172018-14468             ,,,02,,,3.0,,,02,,,3.0
24225,201804172018-14882             ,01,01,04,01,01,10.0,11,11,04,01,01,1.0
24226,201804172018-14886             ,12,12,02,04,01,0.5,03,03,03,04,01,0.3
24227,201804172018-15203             ,11,17,01,23,99,11.0,08,08,03,01,01,2.0
24228,201804172018-15204             ,12,12,03,01,01,10.0,06,06,03,04,01,4.0
24229,201804172018-15255             ,12,12,04,05,01,21.0,09,09,04,01,01,3.0
24230,201804172018-15293             ,12,12,02,01,01,8.0,06,06,02,01,01,0.5
24231,201804172018-15393             ,03,03,01,01,01,12.0,09,09,02,01,01,5.0
24232,20180417A310-2018-00087A       ,12,12,02,01,01,1.0,06,06,02,04,01,4.0
24233,20180417A310-2018-00777A       ,01,01,02,01,01,6.0,07,07,02,04,01,0.5
24234,20180417A310-2018-00823A       ,12,12,02,04,01,1.0,06,06,02,04,01,0.5
24235,20180417A310-2018-01238A       ,11,11,04,01,01,14.0,11,11,02,01,01,14.0
24236,20180417D020-2018-00048A       ,02,02,02,10,02,0.5,02,02,02,10,02,0.5
24237,20180417D020-2018-00160A       ,01,01,04,25,02,6.0,06,07,04,25,02,8.0
24238,20180417D020-2018-00393A       ,04,04,02,03,02,6.0,10,10,03,01,01,5.0
24239,201804182018000015             ,12,12,04,05,01,14.0,12,12,04,01,01,13.0
24240,201804182018000051             ,12,12,02,04,01,7.0,06,06,03,04,01,12.0
24241,201804182018000186             ,09,09,02,01,01,15.0,09,09,02,01,01,0.5
24242,201804182018000244             ,01,17,01,31,03,17.0,09,09,02,04,01,11.0
24243,201804182018000388             ,12,12,02,05,01,0.5,06,06,01,01,01,14.0
24244,201804182018000449             ,02,03,04,04,01,9.0,11,12,04,01,01,9.0
24245,201804182018000450             ,12,12,04,01,01,21.0,06,06,03,05,01,4.0
24246,201804182018000479             ,01,01,04,04,01,6.0,11,11,04,01,01,11.0
24247,201804182018000601             ,01,01,02,04,01,4.0,08,08,03,04,01,6.0
24248,201804182018000662             ,09,09,04,01,01,7.0,12,12,03,05,01,4.0
24249,201804182018000930             ,,17,01,22,02,5.0,,17,02,22,02,5.0
24250,201804182018000965             ,12,12,04,01,01,4.0,06,06,03,04,01,9.0
24251,201804182018001014             ,02,02,03,01,01,1.0,12,12,02,01,01,1.0
24252,201804182018001087             ,01,01,04,01,01,7.0,01,01,02,01,01,7.0
24253,201804182018001258             ,11,11,02,01,01,7.0,11,11,03,01,01,3.0
24254,201804182018001387             ,11,11,03,05,01,21.0,05,05,03,01,01,18.0
24255,201804182018001417             ,03,03,04,04,01,10.0,12,12,04,04,01,2.0
24256,201804182018001475             ,02,02,04,04,01,10.0,11,11,04,01,01,14.0
24257,201804182018001650             ,02,02,02,01,01,21.0,08,08,04,01,01,3.0
24258,201804182018001684             ,06,06,01,31,02,16.0,12,12,03,01,01,10.0
24259,201804182018001687             ,01,01,02,20,03,14.0,08,08,03,01,01,9.0
24260,201804182018001912             ,01,03,04,01,01,7.0,08,09,04,01,01,5.0
24261,201804182018001931             ,11,11,02,01,01,3.0,05,05,02,01,01,8.0
24262,201804182018001978             ,03,03,02,04,01,1.0,11,11,03,01,01,11.0
24263,201804182018002172             ,09,09,04,01,01,22.0,12,12,03,01,01,14.0
24264,201804182018002236             ,12,12,04,01,01,15.0,06,06,03,01,01,10.0
24265,201804182018002237             ,04,04,02,01,01,6.0,11,12,03,01,01,2.0
24266,201804182018002288             ,12,12,03,04,01,8.0,06,06,02,04,01,1.0
24267,201804182018002292             ,03,03,03,01,01,14.0,12,12,03,01,01,1.0
24268,201804182018002499             ,12,12,02,03,02,4.0,03,03,03,01,01,18.0
24269,201804182018002706             ,12,12,04,01,02,12.0,06,06,02,01,01,5.0
24270,201804182018002749             ,01,01,03,01,01,10.0,01,01,02,01,01,10.0
24271,201804182018002782             ,01,01,04,02,01,0.5,10,10,04,01,01,8.0
24272,201804182018002992             ,14,00,02,21,02,2.0,14,00,02,21,02,2.0
24273,201804182018003267             ,12,11,04,04,01,9.0,12,01,04,04,01,10.0
24274,201804182018003432             ,07,07,02,01,01,6.0,03,04,03,01,01,16.0
24275,201804182018003977             ,12,12,04,01,01,5.0,06,06,04,01,01,17.0
24276,201804182018004018             ,12,12,04,01,01,18.0,12,12,02,01,01,18.0
24277,201804182018004129             ,12,12,03,04,01,15.0,06,06,02,03,02,7.0
24278,201804182018004172             ,11,11,03,01,01,3.0,05,05,03,01,01,0.5
24279,201804182018004281             ,11,11,02,01,01,8.0,07,07,02,01,01,3.0
24280,201804182018004473             ,03,03,02,05,02,32.0,09,09,03,04,01,5.0
24281,201804182018004573             ,11,11,03,04,01,13.0,08,08,04,04,01,0.5
24282,201804182018004804             ,12,12,02,01,01,23.0,06,06,02,01,01,1.0
24283,201804182018004895             ,12,12,04,01,01,14.0,12,12,02,01,01,14.0
24284,201804182018004966             ,12,11,01,05,02,14.0,12,11,02,05,02,14.0
24285,201804182018005000             ,12,12,03,05,01,12.0,08,08,03,01,01,15.0
24286,201804182018005077             ,12,12,04,01,01,10.0,09,08,04,01,01,16.0
24287,201804182018005748             ,12,12,02,01,01,10.0,12,12,02,01,01,10.0
24288,201804182018005870             ,01,01,04,01,01,2.0,01,01,02,01,01,2.0
24289,201804182018005893             ,12,12,04,01,01,19.0,06,06,03,01,01,4.0
24290,201804182018006146             ,10,09,04,01,01,13.0,12,01,02,01,01,6.0
24291,201804182018006149             ,12,12,04,01,01,9.0,06,06,03,01,01,3.0
24292,201804182018006199             ,04,04,02,23,02,0.5,04,04,02,23,02,0.5
24293,201804182018006253             ,12,12,03,01,01,8.0,10,10,04,01,01,4.0
24294,201804182018006312             ,04,05,02,01,01,1.0,04,05,02,04,01,3.0
24295,201804182018006389             ,12,12,03,05,01,4.0,06,06,03,01,01,0.5
24296,201804182018006559             ,03,03,02,01,01,9.0,09,09,03,01,01,1.0
24297,201804182018006745             ,05,05,01,04,01,6.0,11,11,03,01,01,9.0
24298,201804182018006844             ,12,12,04,01,01,9.0,01,01,03,01,01,11.0
24299,201804182018006858             ,01,01,04,01,01,15.0,07,07,04,01,01,1.0
24300,201804182018006890             ,12,12,02,01,01,23.0,06,06,03,01,02,2.0
24301,201804182018006940             ,06,06,03,04,01,19.0,04,04,04,01,01,7.0
24302,201804182018007074             ,12,12,03,01,01,19.0,06,06,03,05,01,25.0
24303,201804182018007193             ,09,08,04,01,01,2.0,12,11,03,01,01,12.0
24304,201804182018007204             ,11,11,03,01,01,8.0,11,11,03,01,01,2.0
24305,201804182018007244             ,10,10,02,01,01,10.0,03,03,03,04,01,12.0
24306,201804182018007274             ,11,11,03,04,01,15.0,12,12,03,01,01,0.5
24307,201804182018007367             ,13,13,02,04,01,1.0,13,13,02,04,01,1.0
24308,201804182018007376             ,02,02,02,31,02,10.0,11,11,03,01,01,12.0
24309,201804182018007532             ,12,12,04,01,01,16.0,12,12,02,01,01,16.0
24310,201804182018007676             ,03,03,02,25,02,10.0,03,03,02,25,02,10.0
24311,201804182018007812             ,12,12,04,01,01,17.0,06,06,03,04,01,19.0
24312,201804182018007827             ,01,01,04,01,01,14.0,01,01,02,01,01,14.0
24313,201804182018007836             ,11,11,02,04,01,11.0,02,02,02,01,01,8.0
24314,201804182018008189             ,01,12,04,03,02,0.5,01,01,02,02,02,2.0
24315,201804182018008267             ,12,01,04,04,01,2.0,12,01,02,04,01,2.0
24316,201804182018008336             ,01,01,03,04,01,4.0,01,01,02,04,01,4.0
24317,201804182018008461             ,12,12,02,03,02,2.0,06,06,01,20,02,4.0
24318,201804182018008612             ,14,14,02,01,01,5.0,14,14,02,01,01,5.0
24319,201804182018008786             ,12,12,04,01,01,8.0,10,12,04,01,01,1.0
24320,201804182018008931             ,12,12,03,04,01,8.0,06,06,03,04,01,0.5
24321,201804182018009128             ,04,04,02,21,03,5.0,10,10,03,21,01,9.0
24322,201804182018009129             ,12,12,04,01,01,4.0,03,03,03,01,01,5.0
24323,201804182018009146             ,06,06,03,01,01,14.0,04,04,03,01,01,3.0
24324,201804182018009180             ,12,12,02,04,01,12.0,06,06,03,01,01,18.0
24325,201804182018009346             ,05,05,02,05,01,1.0,10,10,03,04,01,4.0
24326,201804182018009478             ,12,12,02,03,02,11.0,06,06,04,01,01,1.0
24327,201804182018009636             ,05,17,01,25,02,1.0,05,05,02,04,01,1.0
24328,201804182018009876             ,12,12,01,01,01,8.0,06,06,02,01,01,2.0
24329,201804182018009999             ,12,12,02,01,01,10.0,06,06,03,01,01,4.0
24330,201804182018010124             ,04,04,02,01,01,3.0,10,10,02,01,01,0.5
24331,201804182018010142             ,12,12,03,01,01,10.0,06,06,03,01,01,0.5
24332,201804182018010162             ,11,11,03,01,01,6.0,12,12,03,04,01,7.0
24333,201804182018010174             ,12,12,03,01,01,26.0,06,06,02,04,01,3.0
24334,201804182018010317             ,12,12,03,05,02,4.0,06,06,03,01,01,10.0
24335,201804182018010394             ,12,12,02,01,01,8.0,06,06,02,04,01,4.0
24336,201804182018010405             ,12,09,04,01,01,13.0,12,09,02,01,01,13.0
24337,201804182018010465             ,03,03,04,01,01,8.0,09,09,04,01,01,1.0
24338,201804182018010496             ,01,02,02,04,01,15.0,01,02,03,05,02,0.3
24339,201804182018010518             ,09,09,03,01,01,1.0,12,12,03,01,01,11.0
24340,201804182018010561             ,17,17,01,04,01,11.0,17,17,02,04,01,11.0
24341,201804182018010594             ,11,10,04,01,01,2.0,01,01,03,01,01,12.0
24342,201804182018010653             ,03,03,03,01,01,16.0,12,12,03,04,01,0.5
24343,201804182018010654             ,02,03,03,01,01,6.0,08,08,02,04,01,0.5
24344,201804182018010841             ,12,12,04,01,01,15.0,06,06,03,05,01,5.0
24345,201804182018011512             ,04,04,04,01,01,6.0,12,12,04,01,01,15.0
24346,201804182018011622             ,03,03,03,01,01,7.0,10,10,03,01,01,10.0
24347,201804182018011650             ,01,01,04,01,01,11.0,01,01,02,01,01,11.0
24348,201804182018011668             ,12,12,03,01,01,18.0,08,08,04,04,01,15.0
24349,201804182018011709             ,12,12,04,01,01,11.0,06,06,03,01,01,7.0
24350,201804182018011898             ,04,03,04,04,01,4.0,12,01,03,01,01,11.0
24351,201804182018011913             ,11,11,03,01,01,6.0,09,09,03,04,01,1.0
24352,201804182018012041             ,01,01,03,03,02,18.0,07,07,03,01,01,13.0
24353,201804182018012138             ,12,12,03,04,01,15.0,06,12,04,01,01,5.0
24354,201804182018012322             ,12,12,02,01,01,3.0,06,06,02,01,01,8.0
24355,201804182018012390             ,12,12,04,01,01,6.0,06,06,03,01,01,6.0
24356,201804182018012501             ,12,12,03,01,01,11.0,08,08,03,01,01,14.0
24357,201804182018012594             ,05,05,02,01,01,11.0,10,10,02,31,02,10.0
24358,201804182018012691             ,05,05,02,01,01,7.0,02,02,02,01,01,2.0
24359,201804182018012747             ,09,09,03,01,01,4.0,05,05,02,01,01,2.0
24360,201804182018013154             ,02,02,04,01,01,6.0,02,02,02,01,01,6.0
24361,201804182018013161             ,12,12,03,01,01,27.0,06,06,03,01,01,3.0
24362,20180418A310-2018-00079A       ,12,12,02,03,02,4.0,01,01,04,01,01,10.0
24363,20180418A310-2018-00157A       ,11,11,02,01,01,13.0,05,05,02,01,01,10.0
24364,20180418A310-2018-00195A       ,12,12,03,04,01,4.0,06,06,03,04,01,3.0
24365,20180418A310-2018-00203A       ,12,12,02,01,01,12.0,06,06,02,01,01,12.0
24366,20180418A310-2018-00226A       ,12,12,03,01,01,18.0,06,06,03,04,01,4.0
24367,20180418A310-2018-00234A       ,01,01,04,01,01,6.0,06,06,04,01,01,9.0
24368,20180418A310-2018-00253A       ,12,12,02,04,01,1.0,06,06,03,04,01,8.0
24369,20180418A310-2018-00261A       ,02,02,03,05,01,14.0,07,07,03,02,02,2.0
24370,20180418A310-2018-00266A       ,12,12,03,01,01,16.0,06,06,03,01,01,11.0
24371,20180418A310-2018-00372A       ,12,12,03,04,01,2.0,06,06,03,01,01,5.0
24372,20180418A310-2018-00416A       ,12,12,02,04,01,14.0,06,06,03,01,01,20.0
24373,20180418A310-2018-00418A       ,12,12,04,01,01,1.0,06,12,03,01,01,15.0
24374,20180418A310-2018-00464A       ,12,12,01,30,02,7.0,06,06,02,01,01,5.0
24375,20180418A310-2018-00499A       ,12,12,03,01,01,11.0,06,06,02,04,02,3.0
24376,20180418A310-2018-00500A       ,11,12,04,01,01,12.0,05,05,04,01,01,5.0
24377,20180418A310-2018-00506A       ,11,11,04,01,01,3.0,11,11,02,01,01,3.0
24378,20180418A310-2018-00533A       ,06,06,02,01,03,9.0,12,12,02,01,01,12.0
24379,20180418A310-2018-00611A       ,11,17,02,21,02,5.0,01,01,02,01,01,12.0
24380,20180418A310-2018-00626A       ,12,12,02,04,01,5.0,06,06,02,04,01,1.0
24381,20180418A310-2018-00646A       ,12,12,02,01,01,15.0,06,06,02,01,01,13.0
24382,20180418A310-2018-00761A       ,12,12,02,01,01,4.0,06,06,02,01,01,9.0
24383,20180418A310-2018-00762A       ,12,12,03,01,01,9.0,06,06,02,01,01,6.0
24384,20180418A310-2018-00769A       ,12,12,04,01,02,2.0,06,06,03,05,01,3.0
24385,20180418A310-2018-00918A       ,12,12,02,01,01,7.0,06,06,02,01,01,6.0
24386,20180418A310-2018-00934A       ,12,12,02,01,01,7.0,06,06,02,01,01,10.0
24387,20180418A310-2018-00935A       ,12,12,03,25,02,2.0,06,06,03,01,01,3.0
24388,20180418A310-2018-00948A       ,12,12,02,01,01,12.0,06,06,02,01,02,5.0
24389,20180418A310-2018-01004A       ,12,12,02,04,01,8.0,06,06,03,01,01,6.0
24390,20180418A310-2018-01018A       ,03,15,04,01,01,8.0,09,09,03,25,02,0.5
24391,20180418A310-2018-01019A       ,12,12,03,01,01,3.0,99,99,02,25,02,8.0
24392,20180418A310-2018-01043A       ,10,10,04,04,01,7.0,10,10,02,04,01,7.0
24393,20180418A310-2018-01050A       ,12,12,04,01,01,14.0,06,06,03,05,01,14.0
24394,20180418A310-2018-01064A       ,12,12,04,01,01,15.0,08,08,02,23,02,0.5
24395,20180418A310-2018-01077A       ,11,11,04,01,01,6.0,05,05,04,04,01,15.0
24396,20180418A310-2018-01085A       ,12,17,02,01,01,16.0,06,06,01,01,01,1.0
24397,20180418A310-2018-01091A       ,05,05,03,01,01,16.0,12,12,03,23,02,11.0
24398,20180418A310-2018-01135A       ,12,12,04,04,01,16.0,06,06,02,04,01,2.0
24399,20180418A310-2018-01143A       ,12,12,03,01,01,3.0,06,06,02,04,01,2.0
24400,20180418A310-2018-01147A       ,12,12,04,04,01,4.0,06,06,02,05,01,5.0
24401,20180418A310-2018-01156A       ,12,12,02,01,01,1.0,06,06,02,01,01,1.0
24402,20180418A310-2018-01208A       ,12,12,03,01,01,6.0,06,06,03,01,02,2.0
24403,20180418A310-2018-01341A       ,14,06,01,05,01,11.0,06,06,03,01,01,0.5
24404,20180418A310-2018-01381A       ,12,12,02,01,01,8.0,06,06,03,01,01,3.0
24405,20180418A310-2018-01434A       ,12,12,03,20,02,1.0,06,06,03,01,01,1.0
24406,20180418A310-2018-01438A       ,12,12,02,03,02,1.0,06,06,02,04,01,6.0
24407,20180418A310-2018-01440A       ,12,12,04,04,01,6.0,06,06,02,01,01,2.0
24408,20180418A310-2018-01534A       ,12,12,02,04,01,9.0,06,06,02,04,01,15.0
24409,20180418A310-2018-01561A       ,12,12,01,05,01,8.0,06,06,01,01,01,2.0
24410,20180418A310-2018-01579A       ,11,11,03,01,01,20.0,01,01,03,01,01,2.0
24411,20180418A310-2018-01678A       ,12,12,04,01,01,0.5,06,06,03,01,01,0.5
24412,20180418A310-2018-01720A       ,12,12,03,01,01,9.0,06,06,03,04,01,2.0
24413,20180418A310-2018-01773A       ,09,09,03,01,01,14.0,01,01,03,23,02,2.0
24414,20180418A310-2018-01822A       ,12,12,04,01,01,15.0,06,06,03,20,02,9.0
24415,20180418A310-2018-01827A       ,12,12,02,04,01,11.0,06,06,02,30,02,4.0
24416,20180418A310-2018-01848A       ,12,12,03,01,01,13.0,06,06,03,01,01,11.0
24417,20180418A310-2018-01855A       ,12,12,03,01,01,6.0,06,06,02,01,01,5.0
24418,20180418A310-2018-01962A       ,03,03,02,01,01,4.0,09,09,03,04,02,0.5
24419,20180418A310-2018-02139A       ,12,12,03,01,01,3.0,06,06,03,01,01,1.0
24420,20180418A310-2018-02164A       ,12,12,02,01,01,3.0,06,06,02,01,01,5.0
24421,20180418A310-2018-02195A       ,12,12,04,01,01,15.0,06,06,03,02,02,2.0
24422,20180418A310-2018-02196A       ,01,01,03,25,02,2.0,07,07,03,01,01,7.0
24423,20180418A310-2018-02197A       ,12,12,03,01,01,8.0,06,06,03,04,01,4.0
24424,20180418A310-2018-02250A       ,12,12,03,01,01,2.0,06,06,03,01,01,4.0
24425,20180418A310-2018-02251A       ,12,12,04,01,01,6.0,06,06,03,04,02,0.5
24426,20180418A310-2018-02254A       ,02,02,03,25,02,5.0,10,10,04,04,01,9.0
24427,20180418A310-2018-02275A       ,12,12,03,01,01,22.0,06,06,02,01,01,11.0
24428,20180418A310-2018-02305A       ,12,12,04,01,01,13.0,06,06,03,20,02,1.0
24429,20180418A310-2018-02345A       ,04,04,02,01,01,6.0,10,10,01,04,03,2.0
24430,20180418A310-2018-02426A       ,12,12,02,04,01,4.0,06,06,03,01,01,3.0
24431,20180418A310-2018-02432A       ,02,11,03,01,01,15.0,02,11,02,01,01,15.0
24432,20180418A310-2018-02468A       ,03,03,01,25,02,0.3,10,10,02,01,01,7.0
24433,20180418A310-2018-02476A       ,12,12,02,05,01,1.0,06,06,02,05,02,4.0
24434,20180418A310-2018-02653A       ,02,02,01,05,01,25.0,02,02,02,04,01,3.0
24435,20180418A310-2018-02658A       ,12,12,04,05,01,15.0,06,06,03,05,02,9.0
24436,20180418A310-2018-02669A       ,12,12,03,01,01,18.0,06,06,02,20,02,11.0
24437,20180418A310-2018-02671A       ,12,12,04,05,01,46.0,06,06,04,04,01,11.0
24438,20180418A310-2018-02694A       ,12,12,04,01,01,17.0,06,06,03,01,01,3.0
24439,20180418A310-2018-02750A       ,02,02,03,01,01,1.0,08,08,04,01,01,1.0
24440,20180418A310-2018-02777A       ,09,09,03,01,01,6.0,09,09,02,01,01,6.0
